District,Soil Type,Crop,Ideal Season,Average Temperature (°C),Average Rainfall (mm),Yield (tons/acre)
THENI,Whole Year ,Cashewnut,1514,17.88776475,242.3170629
THENI,Whole Year ,Cauliflower,0,18.86805647,182.6549356
THENI,Whole Year ,Citrus Fruit,226,18.36952567,233.7034975
THENI,Whole Year ,Coconut ,181400,20.45078582,230.2242223
THENI,Whole Year ,Coriander,3,20.6543203,290.6793783
THENI,Whole Year ,Cucumber,0,17.3348681,241.2013513
THENI,Whole Year ,Drum Stick,0,18.17912258,218.9163567
THENI,Whole Year ,Dry chillies,68,18.01272266,248.2256491
THENI,Whole Year ,Grapes,49199,20.99373558,256.9964761
THENI,Whole Year ,Jack Fruit,483,19.46233971,194.2651719
THENI,Whole Year ,Lab-Lab,0,19.81344531,295.9248796
THENI,Whole Year ,Mango,43877,18.97424756,287.5766935
THENI,Whole Year ,Onion,3242,18.19737048,183.6222657
THENI,Whole Year ,Orange,84,18.72963144,188.413665
THENI,Whole Year ,Other Citrus Fruit,0,20.99502153,87.75953857
THENI,Whole Year ,Other Fresh Fruits,0,20.28155898,102.2662445
THENI,Whole Year ,Other Vegetables,0,17.48042641,66.71995467
THENI,Whole Year ,Papaya,0,20.88818675,60.65171481
THENI,Whole Year ,Plums,0,17.08498521,65.43835393
THENI,Whole Year ,Pome Fruit,1875,20.09340593,102.0861694
THENI,Whole Year ,Pome Granet,0,17.57212145,105.4654703
THENI,Whole Year ,Pump Kin,0,19.12065218,78.06639649
THENI,Whole Year ,Redish,0,18.57665902,65.27798457
THENI,Whole Year ,Ribed Guard,0,17.16606398,109.2162279
THENI,Whole Year ,Snak Guard,0,18.2872007,94.29712821
THENI,Whole Year ,Sugarcane,692993,19.03025305,74.05474936
THENI,Whole Year ,Tapioca,270,17.1418614,63.87020584
THENI,Whole Year ,Tomato,25289,17.47809436,94.76189431
THENI,Whole Year ,Turmeric,25,20.56601874,72.12375573
THENI,Whole Year ,Water Melon,0,17.22385224,63.72358154
THENI,Kharif     ,Arhar/Tur,3256,19.69141713,104.1626147
THENI,Kharif     ,Bajra,8010,17.84851658,76.68456006
THENI,Kharif     ,Castor seed,14,18.8202251,65.49730729
THENI,Kharif     ,Cotton(lint),7106,17.47500984,84.23613484
THENI,Kharif     ,Groundnut,6208,18.72649425,79.74078719
THENI,Kharif     ,Horse-gram,186,18.65580107,88.07753741
THENI,Kharif     ,Jowar,22045,18.2356751,80.97573281
THENI,Kharif     ,Maize,12377,18.81198127,79.7532896
THENI,Kharif     ,Moong(Green Gram),65,18.65054116,74.51490791
THENI,Kharif     ,Other Kharif pulses,887,20.36720401,96.46380213
THENI,Kharif     ,Ragi,123,18.38120357,102.8301942
THENI,Kharif     ,Rice,67094,17.17012591,102.4852929
THENI,Kharif     ,Sesamum,147,19.37101121,70.43473609
THENI,Kharif     ,Small millets,156,17.92845928,108.8303762
THENI,Kharif     ,Sunflower,171,19.45339934,65.88951188
THENI,Kharif     ,Urad,68,19.12829388,90.988051
THENI,Whole Year ,Arecanut,66,19.1034283,64.40866039
THENI,Whole Year ,Banana,120720,17.48504075,63.03843397
THENI,Whole Year ,Cardamom,143,19.40751744,87.9298085
THENI,Whole Year ,Cashewnut,1246,20.18649426,107.4931917
THENI,Whole Year ,Coconut ,231500,17.30287885,60.95197486
THENI,Whole Year ,Coriander,8,17.50361137,109.7515385
THENI,Whole Year ,Dry chillies,129,18.17234999,91.76337172
THENI,Whole Year ,Onion,3958,17.57445618,94.26249353
THENI,Whole Year ,Sugarcane,723302,20.93175255,71.07562236
THENI,Whole Year ,Sweet potato,15,19.71098332,76.72860067
THENI,Whole Year ,Tapioca,371,19.07937684,69.21803098
THENI,Whole Year ,Turmeric,5,18.54988627,101.7004306
THENI,Kharif     ,Arhar/Tur,3246,18.19903647,106.6213157
THENI,Kharif     ,Bajra,5897,18.88852533,66.29390357
THENI,Kharif     ,Castor seed,19,18.49311205,91.26056654
THENI,Kharif     ,Cotton(lint),2958,19.48974337,109.024141
THENI,Kharif     ,Groundnut,4593,17.25769499,99.57981207
THENI,Kharif     ,Horse-gram,115,19.62416326,71.3195307
THENI,Kharif     ,Jowar,27866,20.67526473,78.34604471
THENI,Kharif     ,Maize,,20.02381489,88.45361858
THENI,Kharif     ,Moong(Green Gram),43,20.1187446,62.50351892
THENI,Kharif     ,Other Kharif pulses,785,20.65691793,76.41312437
THENI,Kharif     ,Ragi,108,19.2582557,107.3198135
THENI,Kharif     ,Rice,65285,17.927806,100.7689246
THENI,Kharif     ,Sesamum,305,19.16288268,107.2681929
THENI,Kharif     ,Small millets,80,20.26942271,101.5952794
THENI,Kharif     ,Sunflower,57,17.09104223,80.72515943
THENI,Kharif     ,Urad,68,17.06579293,83.73280082
THENI,Whole Year ,Arecanut,30,20.62767492,89.9622014
THENI,Whole Year ,Banana,163420,20.8248451,88.10234397
THENI,Whole Year ,Black pepper,17,19.46210401,64.77791424
THENI,Whole Year ,Cardamom,146,17.18248372,73.33636055
THENI,Whole Year ,Cashewnut,1413,17.48911699,83.21030571
THENI,Whole Year ,Coconut ,3949,17.48395377,103.651438
THENI,Whole Year ,Coriander,7,19.48316794,84.22969177
THENI,Whole Year ,Dry chillies,91,19.71359733,96.59195302
THENI,Whole Year ,Onion,3831,19.48649305,67.96704792
THENI,Whole Year ,Sugarcane,1105908,19.95264829,83.20711308
THENI,Whole Year ,Sweet potato,104,19.41789736,87.85092352
THENI,Whole Year ,Tapioca,650,19.45591848,95.71388473
THENI,Whole Year ,Tobacco,64,20.19137759,67.61013737
THENI,Whole Year ,Turmeric,6,18.8392908,97.59081274
THENI,Kharif     ,Rice,64209,20.71219282,64.23845455
THENI,Kharif     ,Small millets,86,18.99424448,75.82270467
THENI,Whole Year ,Arecanut,60,19.96837462,88.17251033
THENI,Whole Year ,Arhar/Tur,2657,17.81564548,104.2321615
THENI,Whole Year ,Bajra,6640,20.71424384,67.10225139
THENI,Whole Year ,Banana,219802,17.34150229,67.72777298
THENI,Whole Year ,Black pepper,17,17.43732714,103.2234212
THENI,Whole Year ,Cardamom,143,18.89780215,107.2361366
THENI,Whole Year ,Cashewnut,2614,18.59190771,75.03247667
THENI,Whole Year ,Castor seed,16,18.31561493,78.16077693
THENI,Whole Year ,Coconut ,2704,17.13692774,105.0083144
THENI,Whole Year ,Coriander,10,19.63474332,62.49190812
THENI,Whole Year ,Cotton(lint),5255,22.91350245,107.9124111
THENI,Whole Year ,Dry chillies,81,16.43340342,74.52082026
THENI,Whole Year ,Groundnut,4377,22.13974653,62.91359494
THENI,Whole Year ,Horse-gram,297,17.84806561,69.93293255
THENI,Whole Year ,Jowar,27514,19.88394011,108.5054416
THENI,Whole Year ,Maize,50454,19.32509638,78.96159541
THENI,Whole Year ,Moong(Green Gram),169,18.4167001,79.84925393
THENI,Whole Year ,Onion,4043,21.81167649,93.62039175
THENI,Whole Year ,Ragi,148,19.72702528,85.75692395
THENI,Whole Year ,Sesamum,507,17.15432954,82.34162918
THENI,Whole Year ,Sugarcane,1042004,19.62207826,108.7603001
THENI,Whole Year ,Sunflower,135,21.63149148,70.23401597
THENI,Whole Year ,Sweet potato,34,16.06522754,65.50861389
THENI,Whole Year ,Tapioca,1130,20.61162204,98.73771338
THENI,Whole Year ,Tobacco,46,21.42451099,88.55123143
THENI,Whole Year ,Urad,205,19.07096165,79.92698081
THENI,Kharif     ,Rice,61662,21.18853178,68.54932919
THENI,Kharif     ,Small millets,71,23.0429097,88.51048983
THENI,Whole Year ,Arecanut,52,20.65375833,79.26357665
THENI,Whole Year ,Arhar/Tur,2452,18.09551014,92.68373702
THENI,Whole Year ,Bajra,4859,18.23775702,74.6631118
THENI,Whole Year ,Banana,194517,17.48189735,82.61734721
THENI,Whole Year ,Black pepper,19,19.9191786,81.84997529
THENI,Whole Year ,Cardamom,142,20.27514686,81.98568791
THENI,Whole Year ,Cashewnut,3138,15.77370214,93.55280105
THENI,Whole Year ,Castor seed,21,16.71170642,74.58565097
THENI,Whole Year ,Coconut ,2425,17.66148158,78.96514709
THENI,Whole Year ,Coriander,15,18.50692825,80.7108745
THENI,Whole Year ,Cotton(lint),3570,24.51324787,70.18185181
THENI,Whole Year ,Dry chillies,96,18.87614998,71.58010169
THENI,Whole Year ,Groundnut,3743,21.59343016,73.50734019
THENI,Whole Year ,Horse-gram,125,20.12373284,82.52339655
THENI,Whole Year ,Jowar,28738,15.43546065,66.96980581
THENI,Whole Year ,Maize,47376,22.64236876,90.46228334
THENI,Whole Year ,Moong(Green Gram),74,21.98560799,71.31007253
THENI,Whole Year ,Onion,5376,20.53052663,85.74904898
THENI,Whole Year ,Ragi,73,15.78601387,89.31050665
THENI,Whole Year ,Sesamum,262,19.6365349,85.52950164
THENI,Whole Year ,Small millets,71,20.57341244,72.94940441
THENI,Whole Year ,Sugarcane,769797,20.16080524,72.32667516
THENI,Whole Year ,Sunflower,159,21.53989176,74.87445574
THENI,Whole Year ,Tapioca,2532,15.53834801,94.70992037
THENI,Whole Year ,Tobacco,46,19.91853092,83.74606679
THENI,Whole Year ,Urad,86,20.76952209,78.92060234
THENI,Kharif     ,Rice,80292,23.46168338,83.75937135
THENI,Kharif     ,Small millets,23,24.32116642,76.57580954
THENI,Whole Year ,Arecanut,51,20.12574053,91.76071648
THENI,Whole Year ,Arhar/Tur,1065,21.80619564,76.32470713
THENI,Whole Year ,Bajra,4571,19.52226241,89.73119396
THENI,Whole Year ,Banana,432852,17.00067625,93.35034262
THENI,Whole Year ,Black pepper,19,16.78791503,81.20176515
THENI,Whole Year ,Cardamom,143,24.84906168,81.70769297
THENI,Whole Year ,Cashewnut,2855,16.51783455,83.74879344
THENI,Whole Year ,Castor seed,30,18.15300153,77.5429424
THENI,Whole Year ,Coconut ,2595000,23.18864385,77.92798682
THENI,Whole Year ,Coriander,10,23.38002569,82.2545577
THENI,Whole Year ,Cotton(lint),3725,18.358923,70.52056697
THENI,Whole Year ,Dry chillies,172,19.25975367,72.78624223
THENI,Whole Year ,Gram,5,22.95458237,85.24819851
THENI,Whole Year ,Groundnut,4410,20.120043,85.37378769
THENI,Whole Year ,Horse-gram,116,21.14011423,75.6317566
THENI,Whole Year ,Jowar,26011,24.92360104,89.61857826
THENI,Whole Year ,Maize,99743,15.33042636,75.49101167
THENI,Whole Year ,Moong(Green Gram),63,18.81097271,86.05078037
THENI,Whole Year ,Onion,3536,23.44260668,80.25064637
THENI,Whole Year ,Ragi,72,22.8352024,78.26039559
THENI,Whole Year ,Sesamum,357,24.9035819,75.57790384
THENI,Whole Year ,Small millets,23,23.78709569,72.9446671
THENI,Whole Year ,Sugarcane,852350,22.05592283,90.7760707
THENI,Whole Year ,Sunflower,181,18.87492997,77.81891424
THENI,Whole Year ,Tapioca,4194,18.62328774,78.06910795
THENI,Whole Year ,Tobacco,29,23.00884744,85.57925437
THENI,Whole Year ,Turmeric,17,19.33162606,69.40619137
THENI,Whole Year ,Urad,102,16.24469193,76.32565249
THENI,Kharif     ,Rice,77710,17.91652287,80.6405403
THENI,Kharif     ,Small millets,19,15.46789263,80.1113384
THENI,Whole Year ,Arecanut,48,17.06104474,91.94595352
THENI,Whole Year ,Arhar/Tur,3248,21.32776028,87.51312796
THENI,Whole Year ,Bajra,8738,23.90910104,94.00287214
THENI,Whole Year ,Banana,449406,23.89756791,88.4585692
THENI,Whole Year ,Black pepper,21,22.98666928,84.78344008
THENI,Whole Year ,Cardamom,145,21.35135729,68.97806542
THENI,Whole Year ,Cashewnut,3000,24.1638445,88.68168643
THENI,Whole Year ,Castor seed,21,24.62835037,65.23811143
THENI,Whole Year ,Coconut ,394200,21.02213209,65.78042032
THENI,Whole Year ,Coriander,25,17.30844532,74.63872762
THENI,Whole Year ,Cotton(lint),4322,23.82576704,82.69766829
THENI,Whole Year ,Dry chillies,222,19.30607278,69.64449182
THENI,Whole Year ,Gram,5,16.03768615,87.27444866
THENI,Whole Year ,Groundnut,4095,19.18572809,70.87150577
THENI,Whole Year ,Horse-gram,97,19.92889503,92.06630306
THENI,Whole Year ,Jowar,27323,19.56376468,79.20509212
THENI,Whole Year ,Maize,67134,18.31357543,68.81405149
THENI,Whole Year ,Moong(Green Gram),195,20.10993761,72.85017344
THENI,Whole Year ,Onion,4366,23.60506572,79.45758333
THENI,Whole Year ,Potato,37,19.73136909,65.11365631
THENI,Whole Year ,Ragi,259,20.93409877,80.4986291
THENI,Whole Year ,Sesamum,374,18.78226261,73.64476535
THENI,Whole Year ,Sugarcane,725312,36.51268371,81.5284269
THENI,Whole Year ,Sunflower,74,36.89163721,88.6810311
THENI,Whole Year ,Sweet potato,15,29.23540524,68.4951189
THENI,Whole Year ,Tapioca,9789,27.33534897,78.44910564
THENI,Whole Year ,Tobacco,22,21.0643684,77.33795356
THENI,Whole Year ,Turmeric,66,30.33276599,94.78189594
THENI,Whole Year ,Urad,75,31.80130272,94.03659867
THENI,Kharif     ,Arhar/Tur,2521,33.18184225,78.69707199
THENI,Kharif     ,Castor seed,22,29.38538562,69.15759062
THENI,Kharif     ,Cotton(lint),5907,30.27374995,90.82097601
THENI,Kharif     ,Groundnut,4985,35.45790488,76.77888672
THENI,Kharif     ,Horse-gram,180,33.80020039,67.9545435
THENI,Kharif     ,Maize,58382,28.69180475,73.0926704
THENI,Kharif     ,Moong(Green Gram),296,31.24021696,69.09512477
THENI,Kharif     ,Ragi,96,28.98039357,89.60982451
THENI,Kharif     ,Rice,74010,27.32198928,81.78710463
THENI,Kharif     ,Sunflower,151,21.47607807,128.256862
THENI,Kharif     ,Urad,140,18.31910448,106.3598183
THENI,Rabi       ,Gram,13,36.97794384,109.225556
THENI,Whole Year ,Sugarcane,715878,24.80467592,140.3717815
THENI,Kharif     ,Bajra,4174,19.3479443,76.64128258
THENI,Kharif     ,Cotton(lint),4728,28.88302142,143.0984171
THENI,Kharif     ,Groundnut,4222,19.54314136,60.91974792
THENI,Kharif     ,Jowar,18365,24.7741949,104.7783947
THENI,Kharif     ,Maize,46306,18.33124824,132.9801054
THENI,Kharif     ,Ragi,84,19.14729038,130.0608093
THENI,Kharif     ,Rice,79132,28.23416057,143.7630894
THENI,Rabi       ,Bajra,3316,30.11812084,87.99669731
THENI,Rabi       ,Cotton(lint),1546,33.4126864,144.1567454
THENI,Rabi       ,Groundnut,1384,24.18553163,134.3649948
THENI,Rabi       ,Jowar,14295,26.88630675,88.06638775
THENI,Rabi       ,Maize,29845,31.33170829,69.63833855
THENI,Rabi       ,Ragi,6,33.30711818,116.5206923
THENI,Whole Year ,Arecanut,36,23.45379018,86.21917578
THENI,Whole Year ,Arhar/Tur,2641,34.53823889,137.1948633
THENI,Whole Year ,Banana,453756,19.50112224,108.3684316
THENI,Whole Year ,Black pepper,23,28.76794904,67.71768947
THENI,Whole Year ,Cardamom,144,30.97758716,144.7902323
THENI,Whole Year ,Cashewnut,5981,18.39759147,69.44951585
THENI,Whole Year ,Castor seed,20,35.09357419,121.9401369
THENI,Whole Year ,Coconut ,364900000,34.93174223,82.68554379
THENI,Whole Year ,Coriander,38,29.50523036,139.7521543
THENI,Whole Year ,Dry chillies,195,34.51934775,108.3441414
THENI,Whole Year ,Gram,8,28.43430726,96.77285817
THENI,Whole Year ,Horse-gram,433,18.41645629,100.6711761
THENI,Whole Year ,Moong(Green Gram),841,31.07508973,87.0513289
THENI,Whole Year ,Onion,6213,20.89342749,64.19497947
THENI,Whole Year ,Small millets,52,30.90607799,105.4120514
THENI,Whole Year ,Sugarcane,931905,27.9348279,61.13872036
THENI,Whole Year ,Sunflower,133,35.95176642,106.158201
THENI,Whole Year ,Tapioca,39508,19.54317155,139.0302034
THENI,Whole Year ,Tobacco,9,19.63736208,122.3886015
THENI,Whole Year ,Turmeric,384,31.2192752,129.5650601
THENI,Whole Year ,Urad,609,33.50876355,120.4509288
THENI,Kharif     ,Arhar/Tur,1083,24.80710166,95.17028129
THENI,Kharif     ,Castor seed,30.58,36.20970524,96.65888933
THENI,Kharif     ,Cotton(lint),4789,30.50420876,87.87869161
THENI,Kharif     ,Groundnut,9071,26.01630259,138.2362122
THENI,Kharif     ,Horse-gram,167,31.48469278,120.6913038
THENI,Kharif     ,Maize,57910,33.15122581,107.3850593
THENI,Kharif     ,Moong(Green Gram),186,23.50222822,108.6434544
THENI,Kharif     ,Ragi,173,34.87248659,109.0193712
THENI,Kharif     ,Rice,47635,28.09269012,95.84253438
THENI,Kharif     ,Sunflower,362,24.54757829,60.27552528
THENI,Kharif     ,Urad,409,33.64769646,100.0497183
THENI,Whole Year ,Sugarcane,806079,20.5591255,125.0972687
THENI,Kharif     ,Bajra,1059,19.95991719,113.334026
THENI,Kharif     ,Castor seed,75,28.87667593,103.2926407
THENI,Kharif     ,Cotton(lint),2455,36.04353699,75.45328039
THENI,Kharif     ,Groundnut,2849,23.6734328,62.21292186
THENI,Kharif     ,Horse-gram,200,25.74679443,98.77794225
THENI,Kharif     ,Jowar,10428,31.08564994,107.6907964
THENI,Kharif     ,Maize,49848,18.72987676,63.38208822
THENI,Kharif     ,Moong(Green Gram),381,29.50304807,87.66898664
THENI,Kharif     ,Onion,6105,20.43517772,138.414764
THENI,Kharif     ,Ragi,60,36.00415838,94.9533526
THENI,Kharif     ,Rice,50813,31.46846241,107.7315386
THENI,Kharif     ,Sunflower,116,36.30049702,104.6252153
THENI,Kharif     ,Urad,184,29.49096726,141.6056722
THENI,Rabi       ,Bajra,1761,30.5753044,62.7089169
THENI,Rabi       ,Cotton(lint),2329,24.69487673,135.3315583
THENI,Rabi       ,Groundnut,1684,23.17409556,125.084915
THENI,Rabi       ,Horse-gram,18,19.04380471,107.4137246
THENI,Rabi       ,Jowar,9040,29.32379604,63.59276673
THENI,Rabi       ,Maize,41162,34.6455408,146.4727237
THENI,Rabi       ,Moong(Green Gram),250,21.9989826,119.6404412
THENI,Rabi       ,Onion,3125,22.99774444,126.7265372
THENI,Rabi       ,Ragi,317,30.55992394,134.1811718
THENI,Rabi       ,Sunflower,2,31.46417866,135.3378033
THENI,Rabi       ,Urad,304,25.95058595,100.118612
THENI,Whole Year ,Arecanut,14,21.01142393,68.51253427
THENI,Whole Year ,Arhar/Tur,2728,19.25100056,66.97053257
THENI,Whole Year ,Banana,398454,19.24462755,69.14681022
THENI,Whole Year ,Black pepper,19,22.47253208,88.88796102
THENI,Whole Year ,Cardamom,134,36.75087487,81.83420522
THENI,Whole Year ,Cashewnut,1820,29.89286629,109.1013261
THENI,Whole Year ,Coconut ,276700000,29.37735586,81.60211243
THENI,Whole Year ,Coriander,42,29.65052947,112.6616435
THENI,Whole Year ,Dry chillies,74,19.54284889,143.8584938
THENI,Whole Year ,Small millets,57,20.04611791,146.4548645
THENI,Whole Year ,Sugarcane,672685,27.91095209,116.7324324
THENI,Whole Year ,Tapioca,54123,27.32220619,149.7441028
THENI,Whole Year ,Tobacco,11,28.66024187,124.6118471
THENI,Whole Year ,Turmeric,66,29.02955344,115.199245
THIRUVALLUR,Kharif     ,Banana,115644,27.78031515,84.64143632
THIRUVALLUR,Kharif     ,Horse-gram,60,31.99928579,129.3449326
THIRUVALLUR,Kharif     ,Sesamum,410,27.33580911,130.3900798
THIRUVALLUR,Whole Year ,Arhar/Tur,250,28.92952635,80.15293435
THIRUVALLUR,Whole Year ,Bajra,1380,27.65472156,64.02640797
THIRUVALLUR,Whole Year ,Banana,54080,28.52396666,139.2921004
THIRUVALLUR,Whole Year ,Cashewnut,320,31.02215872,76.14153904
THIRUVALLUR,Whole Year ,Dry chillies,1130,25.74095321,73.36386477
THIRUVALLUR,Whole Year ,Groundnut,100550,31.70447482,100.5978728
THIRUVALLUR,Whole Year ,Jowar,150,24.47876451,84.06354115
THIRUVALLUR,Whole Year ,Moong(Green Gram),3520,31.46511256,133.1914419
THIRUVALLUR,Whole Year ,Pulses total,4480,25.60973447,104.2570723
THIRUVALLUR,Whole Year ,Ragi,2980,30.30260453,122.6539694
THIRUVALLUR,Whole Year ,Rice,434770,28.17489437,163.7266551
THIRUVALLUR,Whole Year ,Sugarcane,11811000,25.50634557,103.3301803
THIRUVALLUR,Whole Year ,Sunflower,200,31.12896766,142.3303677
THIRUVALLUR,Whole Year ,Sweet potato,360,26.34043268,184.6226709
THIRUVALLUR,Whole Year ,Tapioca,4320,28.23494706,149.299952
THIRUVALLUR,Whole Year ,Total foodgrain,443760,27.04453473,147.0361442
THIRUVALLUR,Whole Year ,Urad,510,25.16125354,198.8298806
THIRUVALLUR,Kharif     ,Arhar/Tur,893,27.3179125,90.05422663
THIRUVALLUR,Kharif     ,Bajra,2491,25.4123765,127.7767134
THIRUVALLUR,Kharif     ,Groundnut,158488,31.21629982,108.6333046
THIRUVALLUR,Kharif     ,Horse-gram,18,30.573999,176.6165894
THIRUVALLUR,Kharif     ,Jowar,13,25.42517036,96.36222901
THIRUVALLUR,Kharif     ,Moong(Green Gram),8591,27.09400578,122.0146733
THIRUVALLUR,Kharif     ,Pulses total,13384,24.30935081,120.7435664
THIRUVALLUR,Kharif     ,Ragi,8689,30.06142622,96.51524028
THIRUVALLUR,Kharif     ,Rice,484861,28.09568993,180.382234
THIRUVALLUR,Kharif     ,Sesamum,1206,26.33908791,107.4721605
THIRUVALLUR,Kharif     ,Sunflower,110,28.61409059,161.4812963
THIRUVALLUR,Kharif     ,Total foodgrain,50945,28.70012137,121.5639121
THIRUVALLUR,Kharif     ,Urad,3359,24.21610338,194.5921148
THIRUVALLUR,Whole Year ,Banana,28674,28.50677929,179.2155874
THIRUVALLUR,Whole Year ,Cashewnut,42,25.97948991,192.4372194
THIRUVALLUR,Whole Year ,Coriander,2,30.88482722,114.2821387
THIRUVALLUR,Whole Year ,Dry chillies,475,25.5042419,139.6483317
THIRUVALLUR,Whole Year ,Onion,8,25.12528913,132.7748215
THIRUVALLUR,Whole Year ,Sugarcane,1432090,27.10508014,186.5008581
THIRUVALLUR,Whole Year ,Tapioca,1151,31.1006247,157.0858232
THIRUVALLUR,Kharif     ,Arhar/Tur,636,26.45707778,139.6702541
THIRUVALLUR,Kharif     ,Bajra,2430,30.04132304,177.3377996
THIRUVALLUR,Kharif     ,Groundnut,81609,27.77799528,94.46748008
THIRUVALLUR,Kharif     ,Horse-gram,10,30.99256944,161.7820226
THIRUVALLUR,Kharif     ,Jowar,16,26.4908332,108.5090168
THIRUVALLUR,Kharif     ,Moong(Green Gram),6013,31.96987867,150.8712202
THIRUVALLUR,Kharif     ,Ragi,3980,25.36140526,168.5948318
THIRUVALLUR,Kharif     ,Rice,467581,25.54249137,197.3752649
THIRUVALLUR,Kharif     ,Sesamum,977,28.99319096,91.72084869
THIRUVALLUR,Kharif     ,Sunflower,14,29.34317422,180.716828
THIRUVALLUR,Kharif     ,Urad,2483,28.63618921,93.12330644
THIRUVALLUR,Whole Year ,Banana,115644,24.83206631,116.9106908
THIRUVALLUR,Whole Year ,Cashewnut,31,25.44689075,159.2649827
THIRUVALLUR,Whole Year ,Coriander,1,31.01274943,187.8961851
THIRUVALLUR,Whole Year ,Dry chillies,992,27.06179658,129.0064612
THIRUVALLUR,Whole Year ,Guar seed,172358,27.0956288,147.0414824
THIRUVALLUR,Whole Year ,Sannhamp,3,28.56800579,163.2747473
THIRUVALLUR,Whole Year ,Sugarcane,1361136,28.79929247,91.31256412
THIRUVALLUR,Whole Year ,Sweet potato,12,27.94293692,195.5697875
THIRUVALLUR,Whole Year ,Tapioca,1490,30.47757686,170.9919828
THIRUVALLUR,Kharif     ,Arhar/Tur,384,30.58139475,145.3728801
THIRUVALLUR,Kharif     ,Bajra,2133,26.85911286,136.0456753
THIRUVALLUR,Kharif     ,Groundnut,60369,26.31051759,173.1686574
THIRUVALLUR,Kharif     ,Horse-gram,7,28.77833449,176.4134092
THIRUVALLUR,Kharif     ,Jowar,42,28.90245417,129.2028653
THIRUVALLUR,Kharif     ,Moong(Green Gram),4200,29.37687468,126.6738117
THIRUVALLUR,Kharif     ,Other Kharif pulses,97,24.17093241,188.4928637
THIRUVALLUR,Kharif     ,Ragi,2558,26.65333029,191.0658531
THIRUVALLUR,Kharif     ,Rice,359163,28.19912143,162.5927723
THIRUVALLUR,Kharif     ,Sesamum,1074,28.76488954,160.3337447
THIRUVALLUR,Kharif     ,Sunflower,10,29.3499706,100.546816
